StationID,StationName,DisplayName,Latitude,Longitude,Elevation,City,stateDesc,CountryDesc,ZipCode
21674,K1A6,North of Middleboro Bell County Airport ,36.6200,-83.7300,1155,Middleboro,Kentucky,United States of America,40965
13899,KGLW,Glasgow Municipal Airport,37.0317,-85.9536,715,Glasgow,Kentucky,United States of America,42141
2990,KCVG,Cincinnati/Northern Kentucky International Airport,39.0446,-84.6723,876,Covington,Kentucky,United States of America,45275
2843,KBWG,Bowling Green-Warren County Regional Airport,36.9645,-86.4197,548,Bowling Green,Kentucky,United States of America,42102
3446,KHOP,Fort Campbell U.S. Army Airfield,36.6686,-87.4962,571,Fort Campbell,Kentucky,United States of America,42262
3132,KEHR,Henderson Airport,37.8200,-87.6800,384,Henderson,Kentucky,United States of America,42406
3276,KFTK,Fort Knox-Godman,37.9071,-85.9721,755,Fort Knox,Kentucky,United States of America,40121
3226,KFFT,Capital City Airport,38.1847,-84.9033,804,Frankfort,Kentucky,United States of America,40601
3592,KJKL,Carroll Airport,37.5913,-83.3137,1381,Jackson,Kentucky,United States of America,41385
3715,KLOU,Bowman Field,38.2280,-85.6637,545,Louisville,Kentucky,United States of America,40205
3717,KLOZ,London-Corbin Airport-Magee Field,37.0870,-84.0770,1211,London,Kentucky,United States of America,40743
3671,KLEX,Blue Grass Airport,38.0406,-84.6062,978,Lexington,Kentucky,United States of America,40513
4433,KSDF,Standiford Field,38.1744,-85.7360,489,Louisville,Kentucky,United States of America,40213
4127,KOWB,Daviess Reporting Station,37.7300,-87.1700,407,Owensboro,Kentucky,United States of America,42301
4173,KPAH,Barkley Regional Airport,37.0700,-88.7700,390,Paducah,Kentucky,United States of America,42086
4504,KSME,Somerset Automatic Weather Station,37.0513,-84.6168,928,Somerset,Kentucky,United States of America,42533
4170,KP92,Salt Point Reporting Station,29.6000,-91.3000,10,Salt Point,Louisiana,United States of America,70392
4238,KPOE,Fort Polk Reporting Station,31.0500,-93.2000,407,Fort Polk,Louisiana,United States of America,71459
4473,KSHV,Shreveport Regional Airport,32.4700,-93.8200,272,Shreveport,Louisiana,United States of America,71109
4270,KPTN,Patterson Memorial,29.7200,-91.3300,10,Patterson,Louisiana,United States of America,70392
4377,KRSN,Ruston,32.5100,-91.4100,312,Ruston,Louisiana,United States of America,71040
3662,KLCH,Lake Charles Regional Airport,30.1200,-93.2200,13,Lake Charles,Louisiana,United States of America,70605
3674,KLFT,Lafayette Regional Airport,30.2000,-91.9800,39,Lafayette,Louisiana,United States of America,70501
3977,KNEW,New Orleans Lakefront Airport,30.0500,-90.0300,10,New Orleans,Louisiana,United States of America,70148
3968,KNBG,New Orleans Naval Air Station,29.8253,-90.0350,3,New Orleans,Louisiana,United States of America,70056
3898,KMSY,New Orleans International Airport,29.9928,-90.2508,3,New Orleans,Louisiana,United States of America,70062
3852,KMLU,Monroe Regional Airport,32.5200,-92.0300,98,Monroe,Louisiana,United States of America,71203
3172,KESF,Alexandria Esler Regional Airport,31.4000,-92.3000,95,Alexandria,Louisiana,United States of America,71328
3475,KHUM,Houma-Terrebonne Reporting Station,29.5700,-90.6700,10,Houme-Terrebonne,Louisiana,United States of America,70363
3517,KIER,Natchitoches,31.7600,-93.1000,121,Natchitoches,Louisiana,United States of America,71457
3400,khdc,Hammond Reporting Station,30.5200,-90.4200,42,Hammond,Louisiana,United States of America,70403
2835,KBVE,Boothville Reporting Station,29.3300,-89.4000,3,Boothville,Louisiana,United States of America,70091
2827,KBTR,Baton Rouge Metropolitan - Ryan Field,30.5372,-91.1469,69,Baton Rouge,Louisiana,United States of America,70805
2689,KASD,Slidell Airport,30.3433,-89.8222,30,Slidell,Louisiana,United States of America,70460
2680,KARA,Acadiana Regional Airport,30.0300,-91.8800,62,New Iberia,Louisiana,United States of America,70518
2728,KBAD,Barksdale Air Force Base,32.5000,-93.6700,167,Barksdale Air Force Base,Louisiana,United States of America,71110
2996,KCWF,Chenault Airpark,30.2200,-93.1500,13,Chenault,Louisiana,United States of America,70615
3081,KDTN,Shreveport Downtown Airport,32.5300,-93.7500,177,Shreveport,Louisiana,United States of America,71101
2605,KAEX,Alexandria International Airport,31.3300,-92.5500,89,Alexandria,Louisiana,United States of America,71303
13580,KDRI,Beauregard Regional Airport,30.8317,-93.3399,202,De Ridder,Louisiana,United States of America,70634
22459,KACP,Allen Parish Airport,30.7505,-92.6886,107,Oakdale,Louisiana,United States of America,71463
22497,KGAO,South Lafourche Airport,29.4400,-90.2600,0,Galliano,Louisiana,United States of America,70354
34247,K0R3,NE of Abbeville,29.9800,-92.0800,0,Abbeville,Louisiana,United States of America,70511
25636,KBQP,Morehouse Memorial Airport,32.7560,-91.8805,0,Bastrop,Louisiana,United States of America,71220
26286,KUXL,Southland Field Airport,30.1313,-93.3761,11,Sulpher,Louisiana,United States of America,70665
50781,VRBL,Variable Bor Ram Heliport  - SW of Broussard,30.0767,-91.9489,30,Broussard,Louisiana,United States of America,70592
48033,KMNE,Minden Artport - NW of Minden,32.6460,-93.2980,278,Minden,Louisiana,United States of America,71055
48440,KIYA,Abbeville Chris Crusta Memorial Airport,29.9757,-92.0842,16,Abbeville,Louisiana,United States of America,70510
43588,KVNP,Vermillion26 Oilp - SE of Pecan Island,29.4726,-92.3707,734,Pecan Island,Louisiana,United States of America,71067
43911,KF24,Minden-Webster Airport - NW of Minden,32.6460,-93.2980,278,Minden,Louisiana,United States of America,71055
43584,KEHC,East Cameron 278Oilp - SW of Venice,28.4313,-92.8798,734,Venice,Louisiana,United States of America,70091
43585,KMDJ,Miss Canton Olp - SW of Venice,28.6484,-89.8008,734,Venice,Louisiana,United States of America,70091
43586,KSCF,S Marsh 268 OilP,29.1221,-81.8707,734,Venice,Louisiana,United States of America,70091
56840,OPEN,Open A-1 Ranch Airport - SE of Lake Charles,30.1369,-93.1425,0,Lake Charles,Louisiana,United States of America,70607
56843,OPEN,Open A-1 Ranch Airport - SE of Lake Charles,30.1369,-93.1425,11,Lake Charles,Louisiana,United States of America,70607
57164,KOPL,St Landry Parish Airport-Ahart Field - NW of Opelousas,30.5583,-92.0993,75,Opelousas,Louisiana,United States of America,70570
51574,K3R7,Jennings Airport - NW of Jennings,30.2426,-92.6734,23,Jennings,Louisiana,United States of America,70546
53148,KBXA,George R Carr Memorial Air Field - NW of Bugalusa,30.8137,-89.8650,118,Bugalusa,Louisiana,United States of America,70429
53168,KL38,Louisiana Regional Airport - SW of Gonzales,30.1727,-90.9406,14,Gonzales,Louisiana,United States of America,70737
53207,WMKE,Womens's and Children's Hospital Heliport - SW of Lafayette,30.1538,-92.0459,30,Lafayette,Louisiana,United States of America,70508
53559,K5R8,De Quincy Industrial Airpark,30.4410,-93.4736,83,De Quincy,Louisiana,United States of America,70633
55063,TEMP,Willis-Knighton Medical Center Temp Groundlevel Heliport,32.4862,-93.7779,253,Shreveport,Louisiana,United States of America,71103
56187,KHZR,False River Regional Airport,30.7183,-91.4786,40,New Roads,Louisiana,United States of America,70760
60520,KCVW,Cub Cove Seaplane Base - SE of Camaron,29.7840,-93.3000,3,Camaron,Louisiana,United States of America,70631
59452,BALD,Bald Mountain Airport - NW of Camden,44.2306,-69.1230,570,Camden,Maine,United States of America,04843
40821,K8B0,Rangely Municopal Airport - NE of Rangely,44.9900,-70.6600,1824,Rangely,Maine,United States of America,04970
2760,KBGR,Bangor International Airport,44.8000,-68.8300,243,Bangor,Maine,United States of America,04474
2762,KBHB,Bar Harbor AWOS,44.4500,-68.3700,85,Bar Harbor,Maine,United States of America,04660
2704,KAUG,Augusta State Airport,44.3207,-69.7973,351,Augusta,Maine,United States of America,04336
2866,KCAR,Caribou Municipal Airport,46.8700,-68.0200,627,Caribou,Maine,United States of America,04736
3339,KGNR,Greenville Reporting Station,45.4622,-69.5953,1401,Greenville,Maine,United States of America,04442
3474,KHUL,Houlton International Airport,46.1200,-67.8000,495,Houlton,Maine,United States of America,04730
3280,KFVE,Northern Aroosook Regional Airport,47.2800,-68.3200,988,Frenchville,Maine,United States of America,04772
3851,KMLT,Millinocket Municipal Airport,45.6500,-68.6800,407,Millinocket,Maine,United States of America,04462
3670,KLEW,Auburn-Lewiston Reporting Station,44.0485,-70.2835,289,Auburn-Lewiston,Maine,United States of America,04210
3574,KIZG,Eastern Slopes Regional Airport,43.9911,-70.9479,453,Fryeburg,Maine,United States of America,04010
3568,KIWI,Wiscasset Airport,43.9640,-69.7108,69,Wiscasset,Maine,United States of America,04578
4345,KRKD,Knox AWOS,44.0601,-69.0993,56,Rockland,Maine,United States of America,04854
4292,KPWM,Portland International Jetport,43.6424,-70.3044,62,Portland,Maine,United States of America,04106
4449,KSFM,Sanford Municipal AWOS,43.3939,-70.7080,243,Sanford,Maine,United States of America,04073
4246,KPQI,Presque Isle Reporting Station,46.6800,-68.0500,479,Presque Isle,Maine,United States of America,04769
4806,KWVL,Waterville AWOS,44.5300,-69.6800,331,Waterville,Maine,United States of America,04962
4131,KOXB,Ocean City Municipal Airport,38.3104,-75.1239,11,Ocean City,Maryland,United States of America,21811
4025,KNUI,St Inigoes/Webster F,38.1460,-76.4285,20,St Inigoes/Webster F,Maryland,United States of America,20684
4426,KSBY,Salisbury - Wicomico County Regional Airport,38.3406,-75.5103,52,Salisbury,Maryland,United States of America,21804
3902,KMTN,Glen L Martin State Airport,39.3256,-76.4137,23,Baltimore,Maryland,United States of America,21220
3964,KNAK,Annapolis,38.9913,-76.4891,7,Annapolis,Maryland,United States of America,21402
3988,KNHK,National Air Station,38.2860,-76.4118,39,Patuxent River,Maryland,United States of America,20670
3173,KESN,Easton/Newman,38.8042,-76.0690,72,Easton/Newman,Maryland,United States of America,21655
3216,KFDK,Frederick Municipal Airport,39.4176,-77.3743,302,Frederick,Maryland,United States of America,21705
3412,KHGR,Washington County Regional Airport,39.7062,-77.7304,705,Hagerstown,Maryland,United States of America,21767
2844,KBWI,Baltimore/Washington International Thurgood Marshall Airport,39.1753,-76.6683,146,Baltimore,Maryland,United States of America,21090
2672,KAPG,Phillips Army Airfield,39.4662,-76.1688,57,Aberdeen Proving Grounds,Maryland,United States of America,21005
2601,KADW,Andrews Air Force Base,38.8108,-76.8670,282,Camp Springs,Maryland,United States of America,20762
30540,KGAI,Montgomery County Airpark,39.1673,-77.1614,512,Gaithersburg,Maryland,United States of America,20879
24795,KCGS,College Park Airport,38.9806,-76.9223,49,College Park ,Maryland,United States of America,20741
27732,K2W6,St. Mary's County Airport,38.3154,-76.5501,141,Hollywood,Maryland,United States of America,20619
27733,KW29,Bay Bridge Airport,38.9800,-76.3300,49,Stevensville,Maryland,United States of America,21666
27734,K2G4,Garrett County Airport,39.5827,-79.3418,2933,McHenry,Maryland,United States of America,21541
27735,KCGE,Cambridge-Dorchester Airport,38.5400,-76.0300,20,Cambridge,Maryland,United States of America,21835
15827,KCBE,Greater Cumberland Regional Airport,39.6154,-78.7608,775,Cumberland,Maryland,United States of America,26767
51165,VSBY,Salisbury-Ocean City Wicomico Regional Airport,38.3401,-75.5094,53,Salisbury,Maryland,United States of America,21804
56300,BCBR,Digital (Boxboro) Heliport,42.4987,-71.4775,210,Boxborough,Massachusetts,United States of America,01719
25626,KGHG,Marshfield Municipal Airport,42.0982,-70.6721,11,Marshfield,Massachusetts,United States of America,02065
58917,SNOW,Snow Airport - SW of Ipswich,42.6664,-70.8529,61,Ipswich,Massachusetts,United States of America,01938
2587,KACK,Nantucket Memorial Airport,41.2500,-70.0700,56,Nantucket,Massachusetts,United States of America,02554
2679,KAQW,Harriman-and-West Airport,42.6962,-73.1702,654,North Adams,Massachusetts,United States of America,05261
2746,KBED,Laurence G Hanscom Field,42.4699,-71.2890,133,Bedford,Massachusetts,United States of America,01730
2729,KBAF,Barnes Municipal Airport,42.1601,-72.7124,272,Westfield/Springfield,Massachusetts,United States of America,01085
2841,KBVY,Beverly Municipal Airport,42.5841,-70.9161,107,Beverly,Massachusetts,United States of America,01915
2807,KBOS,Logan International Airport,42.3606,-71.0097,20,Boston,Massachusetts,United States of America,02128
2890,KCEF,Westover Air Reserve Base/Metropolitan Airport,42.1940,-72.5347,241,Springfield/Chicopee,Massachusetts,United States of America,01022
2961,KCQX,Chatham Municipal Airport ,41.6883,-69.9896,63,Chatham,Massachusetts,United States of America,02633
3488,KHYA,Barnstable Municipal Airport-Boardman/Polando Field,41.6693,-70.2804,52,Hyannis,Massachusetts,United States of America,02601
3186,KEWB,New Bedford Regional Airport,41.6765,-70.9578,79,New Bedford,Massachusetts,United States of America,02745
3235,KFIT,Fitchburg Municipal Airport,42.5541,-71.7589,348,Fitchburg,Massachusetts,United States of America,01453
3248,KFMH,Cape Cod Coast Guard Air Station,41.6585,-70.5215,131,Falmouth,Massachusetts,United States of America,02542
3921,KMVY,Marthas Vineyard Airport,41.4000,-70.6200,52,Vineyard Haven,Massachusetts,United States of America,02568
3877,KMQE,Blue Hill Observatory,42.2121,-71.1142,630,Milton,Massachusetts,United States of America,02186
3748,KLWM,Lawrence Municipal Airport,42.7172,-71.1234,148,Lawrence,Massachusetts,United States of America,01840
4296,KPYM,Plymouth Municipal Airport,41.9090,-70.7287,148,Plymouth,Massachusetts,United States of America,02360
4283,KPVC,Provincetown Automatic Weather Observing Station,42.0700,-70.2200,7,Provincetown,Massachusetts,United States of America,02657
4258,KPSF,Pittsfield Municpal Airport,42.4272,-73.2892,1194,Pittsfield,Massachusetts,United States of America,01201
4108,KORH,Worcester Regional Airport,42.2706,-71.8731,1009,Worcester,Massachusetts,United States of America,01602
4128,KOWD,Norwood Memorial Airport,42.1905,-71.1726,49,Norwood,Massachusetts,United States of America,02062
4600,KTAN,Taunton Municipal Airport,41.8744,-71.0166,43,Taunton,Massachusetts,United States of America,02718
4618,KTEW,Mason Jewett Field Airport,42.5658,-84.4232,919,Mason,Michigan,United States of America,48854
4666,KTTF,Custer Airport,41.9400,-83.4347,617,Monroe,Michigan,United States of America,48162
4675,KTVC,Cherry Capital Airport,44.7388,-85.5853,623,Traverse City,Michigan,United States of America,49696
4864,KYIP,Willow Run Airport,42.2367,-83.5264,715,Detroit,Michigan,United States of America,48112
6402,KCVX,Charlevoix Municipal Airport,45.3047,-85.2747,669,Charlevoix,Michigan,United States of America,49711
6403,KDUH,Toledo Suburban Airport,41.7358,-83.6553,669,Lambertville,Michigan,United States of America,48144
6404,KFPK,Fitch H. Beach Airport,42.5700,-84.8100,272,Charlotte,Michigan,United States of America,48813
6405,KHYX,Browne,43.4334,-83.8623,600,Saginaw,Michigan,United States of America,48601
6406,KMGN,Harbor Springs Airport,45.4256,-84.9133,686,Little Traverse Township,Michigan,United States of America,49722
4159,KP58,Port Hope,44.0219,-82.7931,591,Port Hope,Michigan,United States of America,48468
4160,KP59,Copper Harbor,47.4669,-87.8750,627,Copper Harbor,Michigan,United States of America,49913
4136,KOZW,Livingston County Airport,42.6294,-83.9842,961,Howell,Michigan,United States of America,48844
4226,KPLN,Pellston Regional Airport,45.5709,-84.7967,719,Pellston,Michigan,United States of America,49769
4205,KPHN,St Clair County International,42.9110,-82.5289,650,St Clair Shores,Michigan,United States of America,48040
4113,KOSC,Wurtsmith  Air Force Base,44.4515,-83.3942,633,Wurtsmith,Michigan,United States of America,48750
4096,KONZ,Grosse Ile Airport,42.0986,-83.1611,591,Grosse Ile,Michigan,United States of America,48138
4057,KOEB,Branch County Municipal Airport,41.9400,-85.0500,958,Coldwater,Michigan,United States of America,49036
4268,KPTK,Oakland County International Airport,42.6655,-83.4201,981,Pontiac,Michigan,United States of America,48327
4370,KRQB,Roben-Hood Airport,43.7224,-85.4977,991,Big Rapids,Michigan,United States of America,49307
4353,KRMY,Brooks Field Airport,42.2511,-84.9556,942,Marshall,Michigan,United States of America,49068
4417,KSAW,Sawyer Airport,46.3405,-87.3953,1220,Gwinn,Michigan,United States of America,49841
4484,ksjx,Beaver Island,45.6900,-85.5700,663,Beaver Island,Michigan,United States of America,49782
3778,KMCD,Mackinac Island Airport,45.8650,-84.6372,741,Mackinac Island,Michigan,United States of America,49757
3772,KMBL,Manistee Automatic Weather Reporting Station,44.2725,-86.2469,620,Manistee,Michigan,United States of America,49626
3773,KMBS,Saginaw International Airport,43.5329,-84.0796,669,Saginaw,Michigan,United States of America,48623
3665,KLDM,Mason County Airport,43.9625,-86.4079,646,Ludington,Michigan,United States of America,49431
3567,KIWD,Ironwood Automatic Weather Reporting Station,46.5275,-90.1314,1230,Ironwood,Michigan,United States of America,49911
3561,KISQ,Schoolcraft County Airport,45.9700,-86.1700,686,Manistique,Michigan,United States of America,49854
3556,KIRS,Kirsch Municipal Airport,41.8200,-85.4300,925,Sturgis,Michigan,United States of America,49091
3542,KIMT,Ford Airport,45.8184,-88.1146,1181,Iron Mountain/Kingsford,Michigan,United States of America,49802
3607,KJXN,Jackson-Reynolds,42.2598,-84.4594,1001,Jackson,Michigan,United States of America,49202
3609,KJYM,Hillsdale Municipal Airport,41.9213,-84.5858,1181,Hillsdale,Michigan,United States of America,49242
3650,KLAN,Capital City Airport,42.7803,-84.5789,873,Lansing,Michigan,United States of America,48906
3868,KMOP,Mount Pleasant Municipal Airport,43.6229,-84.7430,755,Mount Pleasant,Michigan,United States of America,48859
3864,KMNM,Menominee Automatic Weather Reporting Station,45.1266,-87.6384,627,Menominee,Michigan,United States of America,54143
3835,KMKG,Muskegon County Airport,43.1711,-86.2367,633,Muskegon,Michigan,United States of America,49441
3899,KMTC,Selfridge Air National Guard Base,42.6083,-82.8355,581,Selfridge,Michigan,United States of America,48045
3254,KFNT,Bishop  International Airport,42.9667,-83.7494,764,Flint,Michigan,United States of America,48507
3170,KERY,Luce County Airport,46.3100,-85.4600,869,Newberry,Michigan,United States of America,49868
3171,KESC,Escanaba,45.7227,-87.0937,610,Escanaba,Michigan,United States of America,49894
3469,KHTL,Roscommon County Airport,44.3591,-84.6739,1152,Houghton Lake,Michigan,United States of America,48629
3333,KGLR,Otsego County Airport,45.0135,-84.7036,1329,Gaylord,Michigan,United States of America,49734
3354,KGRR,Kent County International Airport,42.8808,-85.5228,804,Grand Rapids,Michigan,United States of America,49512
3336,KGNA,The Bay of Grand Marais,47.7300,-90.3300,837,Grand Marais,Michigan,United States of America,55612
2913,KCIU,Chippewa International Weather Reporting Station,46.2532,-84.4771,801,Chippewa,Michigan,United States of America,49786
2933,KCMX,Houghton County Memorial Airport,47.1700,-88.5000,1070,Hancock,Michigan,United States of America,49945
3084,KDTW,Detroit Metropolitan Wayne County Airport,42.2314,-83.3308,663,Detroit,Michigan,United States of America,48242
3034,KDET,Detroit City Airport,42.4092,-83.0099,627,Detroit,Michigan,United States of America,48213
2774,KBIV,Tulip City Airport,42.7461,-86.0967,686,Holland,Michigan,United States of America,49423
2824,KBTL,Kellogg Airport,42.3000,-85.2500,951,Battle Creek,Michigan,United States of America,49015
2861,KCAD,Cadillac-/Wexford County,44.2753,-85.4189,1306,Cadillac,Michigan,United States of America,49601
2724,KAZO,Kalamazoo-Battle Creek International Airport,42.2300,-85.5500,892,Kalamazoo,Michigan,United States of America,49001
2732,KBAX,Huron County Memorial Airport,43.7802,-82.9854,764,Bad Axe,Michigan,United States of America,48413
2747,KBEH,Southwest Michigan Regional Airport,42.1300,-86.4300,656,Benton Harbor,Michigan,United States of America,49126
2681,KARB,Ann Arbor Municipal Airport,42.2240,-83.7397,840,Ann Arbor,Michigan,United States of America,48108
2673,KAPN,Alpena County Regional Airport,45.0717,-83.5644,689,Alpena,Michigan,United States of America,49707
2593,KADG,Lenawee County Airport,41.8678,-84.0794,797,Adrian,Michigan,United States of America,49221
2585,KACB,Antrim County Airport,44.9867,-85.2022,623,Bellaire,Michigan,United States of America,49615
2663,KANJ,Sault Ste Marie,46.4794,-84.3572,715,Sault Ste Marie,Michigan,United States of America,49783
2655,KAMN,Gratrim Community Airport,43.3221,-84.6879,755,Alma,Michigan,United States of America,48801
24046,KDRM,Drummond Island Airport,46.0093,-83.7439,668,Drummond Island,Michigan,United States of America,49726
15258,KCFS,Cairo Municipal Airport,43.4588,-83.4454,701,Cairo,Michigan,United States of America,48723
15259,KVLL,Oakland-Troy Airport,42.5429,-83.1779,0,Troy,Michigan,United States of America,48084
14206,KRNP,Owosoo Community Airport,42.9931,-84.1389,735,Owosso,Michigan,United States of America,48867
14207,KLWA,South Haven Area Regional Airport,42.3508,-86.2561,666,South Haven,Michigan,United States of America,49043
13496,KFKS,Frankfort Dow Memorial Field Airport,44.6252,-86.2008,633,Frankfort,Michigan,United States of America,49635
6415,KGOV,Grayling Army Airfield,44.6803,-84.7289,1158,Grayling,Michigan,United States of America,49739
6459,KSLH,Cheboygan County Airport,45.6536,-84.5192,640,Cheboygan,Michigan,United States of America,49721
30850,KFFX,Fremont Municipal Airport - SW of Fremont,43.4393,-85.9949,771,Fremont,Michigan,United States of America,49413
41540,KIKW,Jack Barstow Airport,43.6629,-84.2613,636,Midland,Michigan,United States of America,48642
33250,MIENT,SW of Six Lakes,43.3500,-85.1800,951,Six Lakes,Michigan,United States of America,48886
54820,VCTS,Vacottage Heliport - West of Gladwin,42.9586,-84.6405,840,Gladwin,Michigan,United States of America,48879
51197,PRES,Price's Airport - SE of Linden,42.8076,-83.7699,920,Linden,Michigan,United States of America,48451
42231,KY70,IONA County Airport - SW of Iona,42.9380,-85.0605,817,Iona,Michigan,United States of America,48846
42079,K04W,Field of Dreams Airport - NE of Hinckley,46.0244,-92.8991,1020,Hinckley,Minnesota,United States of America,55037
42080,KD39,Sauk Center Municipal Airport - SE of Sauk Center,45.7057,-94.9308,1243,Sauk Center,Minnesota,United States of America,56378
30880,KRRT,Warroad International Airport - NW of Warroad,48.9300,-95.3500,1073,Warroad,Minnesota,United States of America,56763
26071,KBDH,Willmar Municipal Airport,45.1111,-95.1258,1125,Willmar,Minnesota,United States of America,56201
11639,KHZX,Isedor Iverson Airport,46.6200,-93.3100,374,McGregor,Minnesota,United States of America,55760
6417,KFKA,Fillmore County Airport,43.6800,-92.1800,389,Fillmore,Minnesota,United States of America,55965
6418,KOVL,Olivia Regional Airport,44.7792,-95.0303,1076,Olivia,Minnesota,United States of America,56277
6413,KACQ,Waseca Municipal Airport,44.0702,-93.5534,1125,Waseca,Minnesota,United States of America,56093
13721,KTKC,Tracy Municipal Airport,44.2495,-95.6119,1339,Tracy,Minnesota,United States of America,56175
13503,KGDB,Granite Falls Municipal Airport/Lenzen-Roe Memorial Field,44.7521,-95.5591,1047,Granite Falls,Minnesota,United States of America,56241
13507,KCFE,Buffalo Municipal Airport,45.1601,-93.8460,968,Buffalo,Minnesota,United States of America,55313
14810,KLYV,Quentin Aanenson Field Airport,43.6217,-96.2139,1430,Luverne,Minnesota,United States of America,56173
16171,KSYN,Staton Airfield,44.4736,-93.0145,919,Staton,Minnesota,United States of America,55018
24889,KCNB,Myers Field Airport,44.7294,-96.2660,1183,Canby,Minnesota,United States of America,56220
22448,KPEX,Paynesville Municipal Airport,45.3725,-94.7388,1181,Paynesville,Minnesota,United States of America,56362
22449,KDVP,Slayton Municipal Airport,43.9905,-95.7810,1624,Slayton,Minnesota,United States of America,56172
60305,KSYM,Stanton Airfield Airport - NE of Stanton,44.4755,-93.0163,920,Stanton,Minnesota,United States of America,55018
2661,KANE,Blaine Reporting Station,45.1426,-93.2127,912,Minneapolis,Minnesota,United States of America,55449
2630,KAIT,Aitkin NDB Automatic Reporting Station,46.5490,-93.6757,1204,Aitkin,Minnesota,United States of America,56431
2592,KADC,Wadena Reporting Station,46.4500,-95.2100,1371,Wadena,Minnesota,United States of America,56518
2604,KAEL,Albert Lea Automatic Reporting Station,43.6822,-93.3722,1260,Albert Lea,Minnesota,United States of America,56007
2677,KAQP,Appleton Municipal Airport,45.2300,-96.0000,1020,Appleton,Minnesota,United States of America,56208
2706,KAUM,Austin Municipal  Reporting Station,43.6688,-92.9320,1234,Austin,Minnesota,United States of America,55912
2742,KBDE,Baudette International Airport,48.7300,-94.6200,1083,Baudette,Minnesota,United States of America,56686
2756,KBFW,Silver Bay Reporting Station,47.2000,-91.4000,1086,Silver Bay,Minnesota,United States of America,55614
2734,KBBB,Benson Municipal Reporting Station,45.3200,-95.6500,1040,Benson,Minnesota,United States of America,56226
2720,KAXN,Chandler Field,45.8680,-95.3940,1424,Alexandria,Minnesota,United States of America,56308
2869,KCBG,Cambridge Municipal Reporting Station,45.5628,-93.2644,945,Cambridge,Minnesota,United States of America,55008
2777,KBJI,Bemidji Reporting Station,47.5000,-94.9300,1378,Bemidji,Minnesota,United States of America,56601
2817,KBRD,Brainerd-Crow Wing County Airport,46.4021,-94.1273,1227,Brainerd,Minnesota,United States of America,56401
2957,KCQM,Cook Municipal Airport,47.8300,-92.6800,1325,Cook,Minnesota,United States of America,55703
3095,KDXX,Madison-Lac Qui Parle County Airport,44.9900,-96.1800,1083,Madison,Minnesota,United States of America,56232
3080,KDTL,Detroit Lakes Automatic Reporting Station,46.8300,-95.8800,1398,Detroit Lakes,Minnesota,United States of America,56511
3052,KDLH,Duluth International Airport,46.8500,-92.1800,1427,Duluth,Minnesota,United States of America,55811
2918,KCKC,Cook County Airport,47.8400,-90.3600,1657,Grand Marais,Minnesota,United States of America,55604
2920,KCKN,Crookston Municipal Field,47.8404,-96.6201,899,Crookston,Minnesota,United States of America,56716
2881,KCDD,Scotts Seaplane Base,48.2700,-92.4800,1148,Crane Lake,Minnesota,United States of America,55725
2946,KCOQ,Cloquet Automatic Reporting Station,46.7000,-92.5000,1280,Cloquet,Minnesota,United States of America,55720
3346,KGPZ,Grand Rapids Automatic Reporting Station,47.2200,-93.5200,1355,Grand Rapids,Minnesota,United States of America,55721
3322,KGHW,Glenwood Automatic Reporting Station,45.6456,-95.3188,1394,Glenwood,Minnesota,United States of America,56334
3398,KHCD,Hutchinson Automatic Reporting Station,44.8596,-94.3855,1060,Hutchinson,Minnesota,United States of America,55350
3399,KHCO,Hallock Municipal Airport,48.7600,-96.9300,820,Hallock,Minnesota,United States of America,56728
3417,KHIB,Chisholm-Hibbing Airport,47.3800,-92.8300,1352,Hibbing,Minnesota,United States of America,55746
3376,KGYL,Glencoe Municipal Airport,44.7588,-94.0905,991,Glencoe,Minnesota,United States of America,55370
3178,KETH,Wheaton NDB Automatic Reporting Station,45.7000,-96.5000,1027,Wheaton,Minnesota,United States of America,56236
3181,KEVM,Eveleth Municipal Automatic Reporting Station,47.4000,-92.5000,1381,Eveleth,Minnesota,United States of America,55734
3209,KFBL,Faribault Municipal Automatic Reporting Station,44.3298,-93.3119,1060,Faribault,Minnesota,United States of America,55021
3213,KFCM,Flying Cloud Airport,44.8322,-93.4705,906,Minneapolis,Minnesota,United States of America,55347
3143,KELO,Ely Municipal Automatic Reporting Station,47.8200,-91.8300,1453,Ely,Minnesota,United States of America,55731
3099,KDYT,Sky Harbor Airport,46.7219,-92.0434,610,Duluth,Minnesota,United States of America,55802
3261,KFOZ,Bigfork Municipal Airport,47.7800,-93.6500,1348,Bigfork,Minnesota,United States of America,56628
3229,KFGN,Flag Island,49.3200,-94.8800,0,Flag Island,Minnesota,United States of America,56686
3224,KFFM,Fergus Falls Municipal Automatic Reporting Station,46.2865,-96.1534,1184,Fergus Falls,Minnesota,United States of America,56537
3267,KFRM,Fairmont Municipal Automatic Reporting Station,43.6455,-94.4168,1161,Fairmont,Minnesota,United States of America,56031
3269,KFSE,Fosston Automatic Reporting Station,47.5900,-95.7700,1276,Fosston,Minnesota,United States of America,56542
3894,KMSP,Minneapolis-St. Paul International Airport,44.8854,-93.2313,837,Minneapolis,Minnesota,United States of America,55450
3872,KMOX,Morris Municipal Automatic Reporting Station,45.5700,-95.9700,1129,Morris,Minnesota,United States of America,56267
3917,KMVE,Montevideo Automatic Reporting Station,44.9675,-95.7116,1033,Montevideo,Minnesota,United States of America,56265
